ID;Binary-Euclid-Precision;Binary-Euclid-Recall;Binary-Euclid-F-measure;Binary-Cosine-Precision;Binary-Cosine-Recall;Binary-Cosine-F-measure;TF-Euclid-Precision;TF-Euclid-Recall;TF-Euclid-F-measure;TF-Cosine-Precision;TF-Cosine-Recall;TF-Cosine-F-measure;TF-IDF-Cosine-Precision;TF-IDF-Euclid-Recall;TF-IDF-Euclid-F-measure;TF-IDF-Cosine-Precision;TF-IDF-Cosine-Recall;TF-IDF-Cosine-F-measure
49;0,1;0,3333333333333333;0,15384615384615383;0,3;1,0;0,4615384615384615;0,0;0,0;0;0,0;0,0;0;0,2;0,6666666666666666;0,30769230769230765;0,2;0,6666666666666666;0,30769230769230765
50;0,1;0,14285714285714285;0,11764705882352941;0,1;0,14285714285714285;0,11764705882352941;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
51;0,0;0,0;0;0,1;0,09090909090909091;0,09523809523809525;0,0;0,0;0;0,1;0,09090909090909091;0,09523809523809525;0,0;0,0;0;0,1;0,09090909090909091;0,09523809523809525
52;0,0;0,0;0;0,2;0,4;0,26666666666666666;0,0;0,0;0;0,0;0,0;0;0,4;0,8;0,5333333333333333;0,5;1,0;0,6666666666666666
53;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,2;0,18181818181818182;0,1904761904761905;0,1;0,09090909090909091;0,09523809523809525;0,2;0,18181818181818182;0,1904761904761905
54;0,0;0,0;0;0,1;0,1;0,10000000000000002;0,2;0,2;0,20000000000000004;0,2;0,2;0,20000000000000004;0,2;0,2;0,20000000000000004;0,2;0,2;0,20000000000000004
55;0,0;0,0;0;0,2;0,18181818181818182;0,1904761904761905;0,3;0,2727272727272727;0,28571428571428564;0,3;0,2727272727272727;0,28571428571428564;0,2;0,18181818181818182;0,1904761904761905;0,3;0,2727272727272727;0,28571428571428564
56;0,0;0,0;0;0,4;0,36363636363636365;0,380952380952381;0,3;0,2727272727272727;0,28571428571428564;0,1;0,09090909090909091;0,09523809523809525;0,3;0,2727272727272727;0,28571428571428564;0,3;0,2727272727272727;0,28571428571428564
57;0,0;0,0;0;0,1;0,06666666666666667;0,08;0,0;0,0;0;0,0;0,0;0;0,3;0,2;0,24;0,3;0,2;0,24
58;0,1;0,1;0,10000000000000002;0,1;0,1;0,10000000000000002;0,1;0,1;0,10000000000000002;0,2;0,2;0,20000000000000004;0,3;0,3;0,3;0,3;0,3;0,3
59;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
60;0,2;0,3333333333333333;0,25;0,4;0,6666666666666666;0,5;0,2;0,3333333333333333;0,25;0,3;0,5;0,37499999999999994;0,3;0,5;0,37499999999999994;0,3;0,5;0,37499999999999994
61;0,0;0,0;0;0,2;0,3333333333333333;0,25;0,2;0,3333333333333333;0,25;0,2;0,3333333333333333;0,25;0,3;0,5;0,37499999999999994;0,3;0,5;0,37499999999999994
62;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125
63;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
64;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383
65;0,2;0,125;0,15384615384615385;0,5;0,3125;0,38461538461538464;0,6;0,375;0,4615384615384615;0,6;0,375;0,4615384615384615;0,6;0,375;0,4615384615384615;0,6;0,375;0,4615384615384615
66;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,0;0,0;0;0,2;0,3333333333333333;0,25;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125
67;0,2;0,13333333333333333;0,16;0,5;0,3333333333333333;0,4;0,4;0,26666666666666666;0,32;0,4;0,26666666666666666;0,32;0,7;0,4666666666666667;0,56;0,7;0,4666666666666667;0,56
68;0,0;0,0;0;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125
69;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,0;0,0;0;0,0;0,0;0
70;0,0;0,0;0;0,1;0,09090909090909091;0,09523809523809525;0,4;0,36363636363636365;0,380952380952381;0,3;0,2727272727272727;0,28571428571428564;0,2;0,18181818181818182;0,1904761904761905;0,3;0,2727272727272727;0,28571428571428564
71;0,0;0,0;0;0,0;0,0;0;0,1;0,1111111111111111;0,10526315789473685;0,0;0,0;0;0,1;0,1111111111111111;0,10526315789473685;0,2;0,2222222222222222;0,2105263157894737
72;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,1;0,05555555555555555;0,07142857142857142;0,1;0,05555555555555555;0,07142857142857142
73;0,0;0,0;0;0,3;0,14285714285714285;0,19354838709677416;0,4;0,19047619047619047;0,25806451612903225;0,1;0,047619047619047616;0,06451612903225806;0,4;0,19047619047619047;0,25806451612903225;0,5;0,23809523809523808;0,3225806451612903
74;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
75;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125
76;0,0;0,0;0;0,2;0,25;0,22222222222222224;0,0;0,0;0;0,0;0,0;0;0,2;0,25;0,22222222222222224;0,2;0,25;0,22222222222222224
77;0,0;0,0;0;0,4;0,5714285714285714;0,47058823529411764;0,2;0,2857142857142857;0,23529411764705882;0,2;0,2857142857142857;0,23529411764705882;0,4;0,5714285714285714;0,47058823529411764;0,4;0,5714285714285714;0,47058823529411764
78;0,0;0,0;0;0,1;0,25;0,14285714285714288;0,0;0,0;0;0,0;0,0;0;0,2;0,5;0,28571428571428575;0,2;0,5;0,28571428571428575
79;0,0;0,0;0;0,2;0,3333333333333333;0,25;0,1;0,16666666666666666;0,125;0,2;0,3333333333333333;0,25;0,2;0,3333333333333333;0,25;0,2;0,3333333333333333;0,25
80;0,0;0,0;0;0,1;0,2;0,13333333333333333;0,0;0,0;0;0,0;0,0;0;0,1;0,2;0,13333333333333333;0,1;0,2;0,13333333333333333
81;0,0;0,0;0;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383
82;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,0;0,0;0;0,0;0,0;0;0,3;0,5;0,37499999999999994;0,3;0,5;0,37499999999999994
83;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,2;0,4;0,26666666666666666;0,2;0,4;0,26666666666666666
84;0,0;0,0;0;0,0;0,0;0;0,2;0,16666666666666666;0,1818181818181818;0,1;0,08333333333333333;0,0909090909090909;0,1;0,08333333333333333;0,0909090909090909;0,1;0,08333333333333333;0,0909090909090909
85;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
86;0,0;0,0;0;0,2;0,6666666666666666;0,30769230769230765;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383
87;0,0;0,0;0;0,1;0,1111111111111111;0,10526315789473685;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
88;0,0;0,0;0;0,6;0,8571428571428571;0,7058823529411764;0,5;0,7142857142857143;0,588235294117647;0,5;0,7142857142857143;0,588235294117647;0,6;0,8571428571428571;0,7058823529411764;0,7;1,0;0,8235294117647058
89;0,0;0,0;0;0,3;0,42857142857142855;0,3529411764705882;0,3;0,42857142857142855;0,3529411764705882;0,3;0,42857142857142855;0,3529411764705882;0,3;0,42857142857142855;0,3529411764705882;0,4;0,5714285714285714;0,47058823529411764
90;0,0;0,0;0;0,2;0,14285714285714285;0,16666666666666666;0,2;0,14285714285714285;0,16666666666666666;0,2;0,14285714285714285;0,16666666666666666;0,3;0,21428571428571427;0,25;0,4;0,2857142857142857;0,3333333333333333
91;0,0;0,0;0;0,3;0,3;0,3;0,2;0,2;0,20000000000000004;0,3;0,3;0,3;0,2;0,2;0,20000000000000004;0,2;0,2;0,20000000000000004
92;0,0;0,0;0;0,2;0,14285714285714285;0,16666666666666666;0,0;0,0;0;0,0;0,0;0;0,6;0,42857142857142855;0,5;0,6;0,42857142857142855;0,5
93;0,0;0,0;0;0,1;0,5;0,16666666666666669;0,1;0,5;0,16666666666666669;0,1;0,5;0,16666666666666669;0,2;1,0;0,33333333333333337;0,2;1,0;0,33333333333333337
94;0,0;0,0;0;0,2;0,15384615384615385;0,17391304347826086;0,4;0,3076923076923077;0,34782608695652173;0,3;0,23076923076923078;0,2608695652173913;0,5;0,38461538461538464;0,4347826086956522;0,5;0,38461538461538464;0,4347826086956522
95;0,0;0,0;0;0,2;0,6666666666666666;0,30769230769230765;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,3;1,0;0,4615384615384615;0,3;1,0;0,4615384615384615
96;0,0;0,0;0;0,2;0,14285714285714285;0,16666666666666666;0,1;0,07142857142857142;0,08333333333333333;0,1;0,07142857142857142;0,08333333333333333;0,4;0,2857142857142857;0,3333333333333333;0,4;0,2857142857142857;0,3333333333333333
97;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
98;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,0;0,0;0;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125
99;0,0;0,0;0;0,1;0,2;0,13333333333333333;0,0;0,0;0;0,0;0,0;0;0,1;0,2;0,13333333333333333;0,1;0,2;0,13333333333333333
100;0,0;0,0;0;0,3;0,3;0,3;0,4;0,4;0,4000000000000001;0,4;0,4;0,4000000000000001;0,4;0,4;0,4000000000000001;0,5;0,5;0,5
101;0,0;0,0;0;0,1;0,14285714285714285;0,11764705882352941;0,3;0,42857142857142855;0,3529411764705882;0,2;0,2857142857142857;0,23529411764705882;0,4;0,5714285714285714;0,47058823529411764;0,4;0,5714285714285714;0,47058823529411764
102;0,1;0,2;0,13333333333333333;0,1;0,2;0,13333333333333333;0,0;0,0;0;0,1;0,2;0,13333333333333333;0,2;0,4;0,26666666666666666;0,2;0,4;0,26666666666666666
103;0,0;0,0;0;0,1;0,3333333333333333;0,15384615384615383;0,0;0,0;0;0,0;0,0;0;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383
104;0,0;0,0;0;0,2;0,3333333333333333;0,25;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125
105;0,0;0,0;0;0,3;0,5;0,37499999999999994;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,4;0,6666666666666666;0,5;0,4;0,6666666666666666;0,5
106;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125;0,2;0,3333333333333333;0,25;0,3;0,5;0,37499999999999994
107;0,0;0,0;0;0,1;0,125;0,11111111111111112;0,0;0,0;0;0,0;0,0;0;0,3;0,375;0,33333333333333326;0,3;0,375;0,33333333333333326
108;0,0;0,0;0;0,1;0,125;0,11111111111111112;0,2;0,25;0,22222222222222224;0,2;0,25;0,22222222222222224;0,4;0,5;0,4444444444444445;0,4;0,5;0,4444444444444445
109;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
110;0,1;0,2;0,13333333333333333;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
111;0,0;0,0;0;0,0;0,0;0;0,3;0,375;0,33333333333333326;0,4;0,5;0,4444444444444445;0,3;0,375;0,33333333333333326;0,4;0,5;0,4444444444444445
112;0,0;0,0;0;0,1;0,3333333333333333;0,15384615384615383;0,2;0,6666666666666666;0,30769230769230765;0,2;0,6666666666666666;0,30769230769230765;0,2;0,6666666666666666;0,30769230769230765;0,2;0,6666666666666666;0,30769230769230765
113;0,0;0,0;0;0,2;0,4;0,26666666666666666;0,0;0,0;0;0,0;0,0;0;0,1;0,2;0,13333333333333333;0,1;0,2;0,13333333333333333
114;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,1;0,2;0,13333333333333333;0,1;0,2;0,13333333333333333
115;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
116;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125
117;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
118;0,0;0,0;0;0,1;0,25;0,14285714285714288;0,1;0,25;0,14285714285714288;0,1;0,25;0,14285714285714288;0,0;0,0;0;0,1;0,25;0,14285714285714288
119;0,0;0,0;0;0,2;1,0;0,33333333333333337;0,0;0,0;0;0,1;0,5;0,16666666666666669;0,1;0,5;0,16666666666666669;0,1;0,5;0,16666666666666669
120;0,1;0,1;0,10000000000000002;0,6;0,6;0,6;0,2;0,2;0,20000000000000004;0,1;0,1;0,10000000000000002;0,5;0,5;0,5;0,6;0,6;0,6
121;0,1;0,125;0,11111111111111112;0,5;0,625;0,5555555555555556;0,1;0,125;0,11111111111111112;0,3;0,375;0,33333333333333326;0,4;0,5;0,4444444444444445;0,5;0,625;0,5555555555555556
122;0,1;0,1;0,10000000000000002;0,1;0,1;0,10000000000000002;0,0;0,0;0;0,1;0,1;0,10000000000000002;0,2;0,2;0,20000000000000004;0,2;0,2;0,20000000000000004
123;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0
124;0,0;0,0;0;0,1;0,2;0,13333333333333333;0,0;0,0;0;0,0;0,0;0;0,1;0,2;0,13333333333333333;0,1;0,2;0,13333333333333333
125;0,1;0,05555555555555555;0,07142857142857142;0,2;0,1111111111111111;0,14285714285714285;0,2;0,1111111111111111;0,14285714285714285;0,2;0,1111111111111111;0,14285714285714285;0,3;0,16666666666666666;0,21428571428571427;0,3;0,16666666666666666;0,21428571428571427
126;0,0;0,0;0;0,2;0,2222222222222222;0,2105263157894737;0,1;0,1111111111111111;0,10526315789473685;0,2;0,2222222222222222;0,2105263157894737;0,2;0,2222222222222222;0,2105263157894737;0,2;0,2222222222222222;0,2105263157894737
127;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,0;0,0;0;0,1;0,16666666666666666;0,125;0,1;0,16666666666666666;0,125
128;0,0;0,0;0;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383
129;0,0;0,0;0;0,2;0,25;0,22222222222222224;0,1;0,125;0,11111111111111112;0,2;0,25;0,22222222222222224;0,5;0,625;0,5555555555555556;0,5;0,625;0,5555555555555556
130;0,0;0,0;0;0,2;0,3333333333333333;0,25;0,1;0,16666666666666666;0,125;0,0;0,0;0;0,3;0,5;0,37499999999999994;0,3;0,5;0,37499999999999994
131;0,0;0,0;0;0,2;0,2222222222222222;0,2105263157894737;0,0;0,0;0;0,1;0,1111111111111111;0,10526315789473685;0,3;0,3333333333333333;0,3157894736842105;0,3;0,3333333333333333;0,3157894736842105
132;0,0;0,0;0;0,4;0,25;0,3076923076923077;0,6;0,375;0,4615384615384615;0,6;0,375;0,4615384615384615;0,6;0,375;0,4615384615384615;0,7;0,4375;0,5384615384615384
133;0,0;0,0;0;0,2;0,25;0,22222222222222224;0,2;0,25;0,22222222222222224;0,2;0,25;0,22222222222222224;0,0;0,0;0;0,0;0,0;0
134;0,0;0,0;0;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,1;0,3333333333333333;0,15384615384615383;0,2;0,6666666666666666;0,30769230769230765;0,2;0,6666666666666666;0,30769230769230765
135;0,0;0,0;0;0,3;0,3333333333333333;0,3157894736842105;0,2;0,2222222222222222;0,2105263157894737;0,2;0,2222222222222222;0,2105263157894737;0,4;0,4444444444444444;0,4210526315789474;0,4;0,4444444444444444;0,4210526315789474
136;0,0;0,0;0;0,1;0,25;0,14285714285714288;0,0;0,0;0;0,0;0,0;0;0,2;0,5;0,28571428571428575;0,2;0,5;0,28571428571428575
137;0,0;0,0;0;0,2;0,4;0,26666666666666666;0,0;0,0;0;0,3;0,6;0,4;0,2;0,4;0,26666666666666666;0,4;0,8;0,5333333333333333
